track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart,bpm,key,mode,danceability%,positiveness%,energy%,acousticness%,instrumentalness%,liveness%,speechness%
Work It,113408,NCT U,spotify:track:59ROWrMYu3Aze3zc2kRnJH,SM Entertainment,150,150,-1,2,123,G,Minor,79,49,87,1,0,12,5
Wow.,1660169,Post Malone,spotify:track:6MWtB6iiXyIwun0YzU6DFP,Republic Records,14,14,-1,33,100,B,Minor,83,39,54,14,0,10,21
Wrecked,48528,Imagine Dragons,spotify:track:2d1MywHy6FwKdzxFuSJnwl,KIDinaKORNER/Interscope Records,138,138,-1,1,94,C,Minor,56,23,62,15,0,11,3
Writing on the Wall (feat. Post Malone & Cardi B),85928,"French Montana, Rvssian, Post Malone, Cardi B",spotify:track:7x9nXsowok1JszkVztI5NI,Epic/Bad Boy Entertainment,185,185,-1,2,112,A,Minor,77,50,84,28,0,8,15
XO (Only If You Say Yes),1712711,ENHYPEN,spotify:track:3RkSwrsIadAvqVtMp5yhaB,BELIFT LAB,14,14,-1,4,97,G#,Major,76,47,66,11,0,21,5
XOXO,532492,JEON SOMI,spotify:track:4r34Yi0eltsu1tp6z4lq3x,THEBLACKLABEL,65,65,-1,7,145,A,Major,70,53,61,7,0,13,3
Xoxo,203639,"GAVIN:D, PumPui",spotify:track:3n8AUZtPVqwgfWtXEBIOKG,Gavin D,34,34,-1,4,90,C#,Major,77,67,68,44,0,12,9
YES or YES,701809,TWICE,spotify:track:184XtKkzoAl83quIarUAJP,Republic Records - TWICE,33,63,-1,29,138,B,Major,70,74,91,5,0,17,4
YUKON (INTERLUDE),89251,Joji,spotify:track:5IPl8JpkbtSH1mdyq5ctSx,88rising Music,172,172,-1,1,82,F#,Minor,74,8,70,41,5,40,7
Yeah Yeah Yeah,2396143,BLACKPINK,spotify:track:5y4WmuvFX1t3NdSId0MFOh,YG Entertainment,8,8,-1,11,124,C#,Minor,72,67,58,0,0,6,3
Yellow,452853,Coldplay,spotify:track:3AJwUDP919kvQ9QcozQPxg,Parlophone UK,108,108,-1,3,173,B,Major,43,28,66,0,0,23,3
Yellow Hearts,43464,Ant Saunders,spotify:track:2W4yABdLc4Jnds67Poi5Nl,Arista Records,186,186,-1,1,129,G,Major,87,70,44,18,0,7,7
Yellow Leaf,172539,Jeff Satur,spotify:track:2umfwjHoIPrth4vs1fEQv4,WM/Thailand,193,193,-1,1,119,E,Major,50,22,23,80,0,11,4
Yes or No,6254740,Jung Kook,spotify:track:2gkVEnpahpE3bQuvGuCpAV,BIGHIT MUSIC,9,9,-1,23,84,C#,Major,67,88,84,18,0,7,9
Yet To Come,8726133,BTS,spotify:track:10SRMwb9EuVS1K9rYsBfHQ,BIGHIT MUSIC,1,1,-1,35,172,C#,Major,56,68,88,4,0,33,19
Yet To Come (Hyundai Ver.),263106,BTS,spotify:track:4ncTUgTfUV3wrjTPzKvn01,BIGHIT MUSIC,37,37,-1,1,86,C#,Major,51,44,84,8,0,9,6
You,1296608,Blackbeans,spotify:track:4gTHPNgHdjgmSXadA217yJ,Blackbeans,64,64,-1,14,136,G#,Major,57,33,42,57,18,10,3
You & Me,9395003,JENNIE,spotify:track:6gcuJpHu0Ey30D5WR76y98,YG Entertainment,9,9,-1,26,112,A,Major,79,57,57,1,0,9,6
You & Me (Coachella ver.),2583383,JENNIE,spotify:track:0Vz146N2GxkVJw4kSGXrNi,YG Entertainment,10,10,-1,7,112,A,Major,75,62,65,1,0,24,6
You (Prod. SUGA of BTS),101557,ØMI,spotify:track:4rF72sAKXnQ2t2Q5aZlreW,CDL entertainment,156,156,-1,2,136,G#,Major,68,48,52,4,0,8,5
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),186875,"Taylor Swift, Maren Morris",spotify:track:5pcjystBtalYeqaiXCcgEY,Taylor Swift,95,95,-1,3,143,D,Major,60,44,49,82,0,10,4
You Calling My Name,699284,GOT7,spotify:track:6f4wghlwYWGLqGEIKc6HDQ,Republic Records - JYP Entertainment,52,52,-1,11,111,C,Minor,81,51,67,9,0,9,6
You Got It,187262,Vedo,spotify:track:4lsHZ92XCFOQfzJFBTluk8,New Wav Music Group / Island Prolific / EMPIRE,161,161,-1,4,122,F,Major,76,39,43,14,0,12,19
You Need To Calm Down,1434490,Taylor Swift,spotify:track:29fRTIKsJhLUJoldM89GZS,Taylor Swift,4,4,-1,16,95,D,Major,77,71,67,1,0,6,6
You Never Know,1198377,BLACKPINK,spotify:track:39kzWAiVPpycdMpr745oPj,YG Entertainment,11,11,-1,9,144,F,Major,48,32,44,24,0,12,5
You Right,2925795,"Doja Cat, The Weeknd",spotify:track:0k4d5YPDr1r7FX77VdqWez,Kemosabe Records/RCA Records,54,54,-1,39,129,G#,Major,83,44,62,2,0,8,6
You Were Beautiful,307369,DAY6,spotify:track:71WZ7yFuwxmQz5jJUpvkGv,Republic Records - DAY6,173,173,-1,6,168,F,Minor,46,41,62,6,0,11,3
You are my everything - From รักฉุดใจนายฉุกเฉิน,3024923,Billkin,spotify:track:0zEDOBB1fHaAR0YBBIusQQ,Nadao Music,11,11,-1,25,76,F#,Major,44,17,27,58,0,11,3
You can't sit with us,43601,SUNMI,spotify:track:4aS8OY1JsRSBKGfnAkIOZH,Abyss Company,185,185,-1,1,145,D,Minor,61,47,76,4,0,17,4
You make Me,156876,DAY6,spotify:track:3Y4SnP9NDIjEj69mMY4NVp,Republic Records - DAY6,105,105,-1,3,101,F#,Minor,65,38,62,34,0,13,3
You should be sad,686530,Halsey,spotify:track:7lidXGPXPYLNThITAOTlkK,Capitol Records,60,60,-1,10,111,D,Major,59,32,58,14,0,11,3
"You're On Your Own, Kid",438036,Taylor Swift,spotify:track:4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,49,49,-1,3,120,D,Major,70,38,40,40,0,12,7
Young Dumb & Broke,502771,Khalid,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,"Right Hand Music Group, LLC/RCA Records",12,119,119,89,137,C#,Major,80,39,54,20,0,16,4
Youngblood,168662,5 Seconds of Summer,spotify:track:2iUXsYOEPhVqEBwsqP70rE,Capitol,16,135,135,34,120,G,Minor,60,15,85,2,0,12,46
Younger,133425,Ruel,spotify:track:2qXicQG06oT0ijKBznpgQv,RCA Records Label,86,86,-1,4,136,B,Minor,74,45,48,20,0,12,9
Your Man,62665,Joji,spotify:track:6Vgtvd7I5yopJdBuxqjBd2,88rising Music,152,152,-1,1,118,G,Major,78,5,82,62,16,18,10
Your Power,597577,Billie Eilish,spotify:track:5qNh5WtzMbfpSj2jLlBkoD,Darkroom/Interscope Records,37,37,-1,5,130,A,Minor,63,21,28,93,0,23,8
Your World,202879,Mark Tuan,spotify:track:5gySNmBBmI1oQQoW6aPv5O,DREAMERS N ACHIEVERS,98,98,-1,1,95,G#,Minor,81,73,65,22,0,9,3
Your eyes tell,290825,BTS,spotify:track:3TZ7NHkMT82AhwuYsd00Hz,Universal Music LLC,105,105,-1,5,140,A,Minor,45,26,49,28,0,7,3
Yours,1693205,Jin,spotify:track:10IfXtjKQmOiON7tNAHv0y,"에이스토리, 모스트콘텐츠",55,55,-1,18,72,F#,Major,49,16,43,35,0,8,4
Yours Ever,15651556,"Cocktail, Q Flure",spotify:track:6BN3iFjclJ4teGlmB3fFvo,GMM Music Public Company Limited,4,4,-1,14,92,D#,Major,61,78,88,4,0,26,3
You’re Losing Me (From The Vault),213491,Taylor Swift,spotify:track:3CWq0pAKKTWb0K4yiglDc4,Taylor Swift,111,111,-1,1,103,C,Major,75,20,39,53,0,11,5
Yummy,5870815,Justin Bieber,spotify:track:41L3O37CECZt3N7ziG2z7l,RBMG/Def Jam,2,2,-1,36,146,A,Minor,69,49,51,37,0,12,9
Yun (with Erykah Badu),162157,"RM, Erykah Badu",spotify:track:40xpKrnumGPEvHcw1kuL9R,BIGHIT MUSIC,86,86,-1,1,85,C,Minor,48,62,70,43,0,16,28
ZEZE (feat. Travis Scott & Offset),63468,"Kodak Black, Offset, Travis Scott",spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,Atlantic Records,119,176,-1,12,98,G#,Minor,86,50,60,5,0,9,18
ZOO,699448,"TAEYONG, JENO, HENDERY, YANGYANG, GISELLE",spotify:track:7eVu7FI02cTicLEgVtUvwF,SM Entertainment,94,94,-1,10,123,A,Major,82,63,92,13,0,6,16
ZOOM,1116342,Jessi,spotify:track:4IaxDf2FixiQXq0mW7key9,P NATION,54,54,-1,11,100,F#,Major,87,46,60,1,0,13,16
ZZZ,36970,Ben Bizzy,spotify:track:0Wo2LdP938emjHjvrEmOlM,Yupp! Entertainment,129,129,-1,1,130,F,Minor,86,48,60,28,0,7,5
Zero,557887,NewJeans,spotify:track:5LMoKDVzW2kDneNu2UbspP,ADOR,64,64,-1,3,172,C#,Minor,70,58,65,31,0,12,17
Zimzalabim,1396482,Red Velvet,spotify:track:0GUbhhI5fRx7BlqlqlhjuB,SM Entertainment,2,2,-1,20,128,F,Minor,68,53,88,0,0,34,18
Zombie,543528,DAY6,spotify:track:4s0dJmVknlUl7V6oK3puzZ,Republic Records - DAY6,47,47,-1,7,122,C,Major,79,53,54,1,0,8,4
Zombie (English Ver.),64357,DAY6,spotify:track:3h34cQPPddk4x9cluPIAvv,Republic Records - DAY6,111,111,-1,1,122,C,Major,79,58,53,1,0,12,4
_WORLD,69987,SEVENTEEN,spotify:track:3QwiidVHfeE9y5jl4n2MTC,PLEDIS Entertainment,191,191,-1,1,111,D,Minor,71,79,81,31,0,9,5
a lot,87704,21 Savage,spotify:track:2t8yVaLvJ0RenpXUIAC52d,"Slaughter Gang, LLC/Epic Records",99,99,-1,3,146,C#,Major,84,27,64,4,0,34,9
abcdefu,5101246,GAYLE,spotify:track:4fouWK6XVHhzl78KzQ1UjL,Atlantic/Arthouse Records,10,10,-1,30,122,E,Major,70,42,54,30,0,37,5
about YOU,253122,BamBam,spotify:track:4oJYQsSAYxt1a3igYU10IX,Abyss Company,160,160,-1,2,133,C,Minor,76,57,72,13,0,8,12
aenergy,112795,aespa,spotify:track:1iNvVaWmlKJns2LNTXN39Q,SM Entertainment,129,129,-1,2,106,G,Major,74,62,90,10,0,15,9
all the good girls go to hell,30734,Billie Eilish,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,Darkroom/Interscope Records,130,130,-1,1,185,G#,Minor,73,57,44,28,14,18,37
"always, i'll care",331673,Jeremy Zucker,spotify:track:1LdS1ULS9e18oW3M2C1MUj,Universal Records,150,150,-1,7,105,F#,Major,73,68,22,90,0,11,6
annie.,196640,wave to earth,spotify:track:1vTPSt4DpDQuoxNTQDHEY3,WAVY,197,197,-1,1,74,G,Minor,60,30,43,34,1,13,3
as long as you care,122504,Ruel,spotify:track:0GQqQ7dA7B4mcEktSZaOUp,RCA Records Label,136,136,-1,2,79,C#,Major,55,31,59,1,0,11,4
at my low,356027,Mark Tuan,spotify:track:3mxpUW41lKJMkUUxR3bI54,DREAMERS N ACHIEVERS,47,47,-1,1,85,D,Major,75,52,45,48,0,13,10
august,141528,Taylor Swift,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,88,88,-1,2,90,F,Major,53,40,62,54,0,9,3
bad,5094436,wave to earth,spotify:track:5TZKpQFKCbIlWGD8DzHbC6,WAVY,24,24,-1,23,136,D,Major,56,39,55,70,11,16,3
bad guy,4383825,Billie Eilish,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Darkroom/Interscope Records,17,17,-1,61,135,G,Major,70,56,42,33,13,10,38
bad guy (with Justin Bieber),689347,"Billie Eilish, Justin Bieber",spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,Darkroom/Interscope Records,16,16,-1,6,135,C,Major,67,68,45,25,33,12,30
bad idea,101793,Ariana Grande,spotify:track:7EQpvVujgytLVY8vKiDHAg,Republic Records,70,70,-1,3,138,C#,Major,85,57,58,3,5,10,7
beside you,4769400,keshi,spotify:track:1Fhb9iJPufNMZSwupsXiRe,Island Records,18,18,-1,56,136,C,Major,71,85,75,46,0,10,5
betty,62546,Taylor Swift,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,Taylor Swift,158,158,-1,1,96,C,Major,59,50,38,60,0,10,3
bloodline,95073,Ariana Grande,spotify:track:2hloaUoRonYssMuqLCBLTX,Republic Records,73,73,-1,3,152,D,Minor,76,64,66,8,0,22,8
blue,2168643,yung kai,spotify:track:3be9ACTxtcL6Zm4vJRUiPG,BMG Rights Management (US) LLC,23,23,-1,5,97,E,Major,75,58,32,93,2,12,3
boyfriend (with Social House),5636561,"Ariana Grande, Social House",spotify:track:0Ryd8975WihbObpp5cPW1t,Republic Records,10,10,-1,86,190,A#,Minor,40,70,80,12,0,16,45
"break up with your girlfriend, i'm bored",1142169,Ariana Grande,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Republic Records,13,13,-1,19,170,F,Minor,73,34,55,4,0,11,9
bury a friend,586614,Billie Eilish,spotify:track:4NzMOnvSJVNKF7nw5NkXIP,Darkroom/Interscope Records,39,39,-1,16,120,G#,Major,90,20,39,74,16,11,33
bye,158325,Ariana Grande,spotify:track:1Rweq7vNjK4kZBbGrmxQsl,Republic Records,200,200,-1,1,110,D,Minor,64,51,65,22,0,16,3
cardigan,1621349,Taylor Swift,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,10,10,-1,10,130,C,Minor,61,55,58,54,0,25,4
champagne problems,136800,Taylor Swift,spotify:track:0sY6ZUTh4yoctD8VIXz339,Taylor Swift,111,111,-1,2,171,C,Major,46,32,24,92,0,11,4
change up,149479,Mark Tuan,spotify:track:7CpjsMj6d4PLucxmwUVryL,DREAMERS N ACHIEVERS,174,174,-1,1,104,F#,Minor,74,48,47,39,0,42,7
comethru,15986484,Jeremy Zucker,spotify:track:18uwL0vNUanqZH0ro2QcOP,Republic Records,17,17,17,178,94,C,Major,80,61,18,61,0,62,6
cowboy in LA,54632,LANY,spotify:track:22ZcJxQkzIL6EU692kAFWY,Polydor Records,191,191,-1,1,178,G#,Major,62,73,39,41,0,12,3
dancing in the kitchen,224508,LANY,spotify:track:0ohcCrxZkBfFbkuRPOZQZX,Polydor Records,90,90,-1,4,94,B,Major,65,28,74,3,0,8,4
death bed (coffee for your head),5996323,"Powfu, beabadoobee",spotify:track:7eJMfftS33KTjuF7lTsMCx,Columbia,14,14,-1,54,144,G#,Minor,73,35,43,73,0,70,14
deja vu,9537097,Olivia Rodrigo,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo PS,11,11,-1,79,181,D,Major,44,18,61,58,0,37,11
double take,49242394,Dhruv,spotify:track:0QzuaeCEEOV40Pn7IvKEny,Little Worry/RCA Records,1,1,-1,191,109,G#,Major,66,20,44,84,0,22,7
drinks or coffee,1366776,ROSÉ,spotify:track:3fpWkbEZMP1BgOOfymwoaS,Atlantic Records,90,90,-1,5,136,F,Minor,77,54,52,7,0,7,16
drivers license,6978393,Olivia Rodrigo,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo PS,11,11,-1,76,144,A#,Major,56,14,43,77,0,11,6
drunk,151487,keshi,spotify:track:3KkVd7Xg0jCAZSOatzQ6Td,Island Records,169,169,-1,3,105,E,Major,72,31,39,74,0,9,3
drunk text,4850489,Henry Moodie,spotify:track:0KpWiHVmIFDTvai20likX4,Robots & Humans/Columbia,63,63,-1,24,95,C,Major,61,18,49,7,0,11,3
eight(Prod.&Feat. SUGA of BTS),6586714,"IU, SUGA",spotify:track:0pYacDCZuRhcrwGUA5nTBe,EDAM Entertainment,1,1,-1,63,120,C#,Major,68,59,87,12,0,13,4
emily,56774,"Jeremy Zucker, Chelsea Cutler",spotify:track:1sTtlEZeVeeEnxEztJNkYN,Republic Records,145,145,-1,1,156,C,Major,55,26,25,68,0,11,6
enough for you,393940,Olivia Rodrigo,spotify:track:2TOzTqQXNmR2zDJXihjZ2e,Olivia Rodrigo PS,45,45,-1,3,88,G,Major,64,27,26,75,0,22,9
epiphany,53605,Taylor Swift,spotify:track:08fa9LFcFBTcilB3iq2e2A,Taylor Swift,198,198,-1,1,94,C#,Major,35,11,27,73,0,9,3
everything i wanted,1295437,Billie Eilish,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Darkroom/Interscope Records,28,28,-1,16,120,F#,Minor,70,24,22,90,66,11,10
ex i never had,112478,LANY,spotify:track:1NAyq9TrQIpLHWStUX4xAQ,Polydor Records,120,120,-1,2,96,A#,Major,65,63,39,31,0,11,3
exhausted,151265,Mark Tuan,spotify:track:4OxVjZYpT5Lzang7jgNsBo,DREAMERS N ACHIEVERS,159,159,-1,1,76,C,Major,66,35,37,36,0,11,4
exile (feat. Bon Iver),421826,"Taylor Swift, Bon Iver",spotify:track:4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift,51,51,-1,4,76,F#,Major,30,15,38,78,0,11,3
fake smile,39078,Ariana Grande,spotify:track:3wFLWP0FcIqHK1wb1CPthQ,Republic Records,85,85,-1,1,83,A,Major,45,43,62,33,0,32,37
far away,1437200,Mark Tuan,spotify:track:7bJ6jD8vlKDU2lmur1lMjp,DREAMERS N ACHIEVERS,34,34,-1,10,80,F,Major,66,17,47,72,0,12,4
"fuck, i'm lonely",3407338,"Lauv, Anne-Marie",spotify:track:322tcqPhma7F6hfCeLisx0,Lauv,19,19,-1,50,95,A,Major,81,72,55,45,0,5,6
gameboy,300781,ROSÉ,spotify:track:77n3jFGqPPxYrEGwrWylNv,Atlantic Records,116,116,-1,1,83,B,Minor,70,69,64,2,0,6,4
ghostin,33391,Ariana Grande,spotify:track:4lD7gHKF1e8Y9stQuVezZB,Republic Records,110,110,-1,1,104,A,Major,29,11,36,42,0,18,3
gimme gimme,333156,NCT 127,spotify:track:2etvRAUH3Q7HrI0JFF9z9p,AVEX ENTERTAINMENT INC.,53,53,-1,4,126,C,Major,61,61,85,11,0,69,4
gogobebe,193678,MAMAMOO,spotify:track:6E7jAJN2e3znSHyPCdQqx8,"RBW, Inc",95,95,-1,6,97,C,Major,70,71,79,11,0,23,8
gold rush,63114,Taylor Swift,spotify:track:5BK0uqwY9DNfZ630STAEaq,Taylor Swift,151,151,-1,1,112,A,Major,51,35,46,83,17,12,4
golden hour,12157294,JVKE,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,16,16,-1,56,94,E,Major,52,15,59,65,16,25,3
golden hour - Fujii Kaze Remix,503556,"JVKE, Fujii Kaze",spotify:track:6KxgptZSrQC4Vv21ZBOG7S,JVKE,105,105,-1,3,94,E,Major,33,31,58,61,0,15,4
good 4 u,6195685,Olivia Rodrigo,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo PS,16,16,-1,59,167,A,Major,56,69,66,34,0,8,15
good boy,13994865,KJ,spotify:track:3hVbL6BkM5rbRzozafghgh,Noble music,3,3,-1,51,93,G,Minor,80,89,66,67,0,16,7
good guys,1438879,LANY,spotify:track:3c7peg169veVaJRzlbCaKw,Polydor Records,11,11,-1,15,170,C,Major,46,22,66,45,0,9,6
greedy,9708317,Tate McRae,spotify:track:3rUGC1vUpkDG9CZFHMur1t,RCA Records Label,48,48,-1,35,111,F#,Minor,75,84,73,26,0,11,3
happier,2131766,Olivia Rodrigo,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo PS,56,56,-1,30,169,F#,Major,40,34,44,76,0,8,13
hard 2 love,315800,Mark Tuan,spotify:track:3altpLtl4cC9K5gHcOgaAP,DREAMERS N ACHIEVERS,128,128,-1,2,129,D,Major,74,54,46,2,0,10,7
"hate you, love you",93142,Plastic Plastic,spotify:track:3bjZTmWqxfFpKqQCpm4KRR,What The Duck,179,179,-1,2,108,C,Major,86,57,48,32,0,37,5
heart won't let me,269804,LANY,spotify:track:2IY537C2ecmUMJ46bYQggp,Polydor Records,78,78,-1,4,136,C,Major,61,26,66,26,0,11,3
hot girl bummer,1455818,blackbear,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,Alamo,55,55,-1,19,130,F#,Minor,78,68,56,12,0,38,8
hot2hot,4445616,4EVE,spotify:track:3eUgJRHtoCxg9T0wV49gKo,"TPOP INCORPORATION Co.,Ltd.",84,84,-1,19,100,B,Minor,80,45,79,20,0,15,6
i wonder... (with Jung Kook of BTS),254739,"j-hope, Jung Kook",spotify:track:3ajU531gR5fW71wqsw4tFX,BIGHIT MUSIC,86,86,-1,1,100,G,Major,79,55,69,15,0,10,9
i'm so tired...,5878301,"Lauv, Troye Sivan",spotify:track:7COXchtUOMd6uIT6HvmRaI,Lauv,5,5,-1,81,101,B,Major,55,50,74,17,0,20,24
icantfeelanything,155911,NCT DREAM,spotify:track:1D11R41GrNKopqfY4JsfTf,SM Entertainment,195,195,-1,1,154,G#,Major,56,10,79,2,2,15,15
idontwannabeyouanymore,183487,Billie Eilish,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Darkroom,133,133,-1,5,170,G,Major,48,25,41,74,0,12,4
if this is the last time,349091,LANY,spotify:track:2ccNaerby1wXA993dY6XsR,Polydor Records,71,71,-1,5,148,B,Major,57,43,59,2,0,20,4
illicit affairs,65715,Taylor Swift,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,Taylor Swift,143,143,-1,1,120,A#,Major,56,46,31,88,0,11,3
ily (i love you baby) (feat. Emilee),1267524,"Surf Mesa, Emilee",spotify:track:62aP9fBQKYKxi7PDXwcUAS,Astralwerks,65,65,-1,18,112,B,Minor,67,33,77,7,0,39,9
imagine,414384,Ariana Grande,spotify:track:0todbbT9g5uQGbeFCiBf2F,Republic Records,17,21,17,12,63,G#,Major,73,37,48,38,0,12,4
imysm,288937,Mark Tuan,spotify:track:1fnzWwpiHUxppDQ8EQccvW,Mark Tuan,63,63,-1,3,80,F,Major,73,50,40,9,0,15,6
in my head,26934,Ariana Grande,spotify:track:4T652DlATVHe0jdLKaN3Bw,Republic Records,142,142,-1,1,135,C,Major,66,33,60,17,0,11,7
intentions,2038735,starfall,spotify:track:1sczjXEYHpbpCsaA25ZzPv,Mercury Records / Republic Records,87,87,-1,9,120,A,Major,54,14,69,17,0,10,3
intro (end of the world),12530084,Ariana Grande,spotify:track:2o1pb13quMReXZqE7jWsgq,Republic Records,19,19,-1,39,85,A#,Major,50,38,37,67,0,18,5
invisible string,68538,Taylor Swift,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,Taylor Swift,125,125,-1,1,83,E,Minor,65,45,45,84,0,11,6
la la la that’s how it goes,70764,HONNE,spotify:track:5Pw4Q2Z2NttJtISFFxe9MK,Atlantic Records UK,106,106,-1,1,123,B,Major,79,90,54,1,88,11,4
last breath,1104808,Mark Tuan,spotify:track:54WMqBV6C3z0cF0bZMkKPL,DREAMERS N ACHIEVERS,10,10,-1,9,95,C#,Major,71,22,55,49,0,8,14
less of you,88287,keshi,spotify:track:3IqcBL5yjJK3ri0TGaL3MC,Island Records,198,198,-1,2,170,G,Major,56,57,68,54,0,12,5
love nwantiti (ah ah ah),723389,CKay,spotify:track:2Xr1dTzJee307rmrkt8c0g,Chocolate City Music,110,110,-1,12,93,G#,Major,73,53,74,36,0,16,4
lovely (with Khalid),748964,"Billie Eilish, Khalid",spotify:track:0u2P5u6lvoDfwTYjAADbn4,Darkroom,31,103,-1,40,115,E,Minor,35,12,30,93,0,10,3
lowkey,8232775,NIKI,spotify:track:5TTXEcfsYLh6fTarLaevTi,88rising Music,88,88,-1,135,118,C,Major,75,23,49,43,0,9,6
luther (with sza),2070610,"Kendrick Lamar, SZA",spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"pgLang, under exclusive license to Interscope Records",79,79,-1,6,138,D,Major,71,58,57,25,0,25,12
mad woman,56465,Taylor Swift,spotify:track:2QDyYdZyhlP2fp79KZX8Bi,Taylor Swift,188,188,-1,1,142,D#,Major,59,51,70,66,0,11,5
make up,27790,Ariana Grande,spotify:track:27356GVuMPFWiJSZCragoM,Republic Records,137,137,-1,1,105,G,Major,67,48,71,8,0,6,21
medicine,25300,Bring Me The Horizon,spotify:track:03CbQgFxnBFoaaVJTfEqMD,RCA Records Label,128,128,-1,1,97,C,Major,62,32,86,0,0,8,4
mirrorball,82284,Taylor Swift,spotify:track:0ZNU020wNYvgW84iljPkPP,Taylor Swift,91,91,-1,1,110,D,Major,55,38,41,69,0,6,3
more,271837,keshi,spotify:track:0D2bQ8QLRSLeyuvEhSuaDD,Island Records,95,95,-1,1,80,F,Major,56,40,71,57,0,37,4
motive (with Doja Cat),122147,"Ariana Grande, Doja Cat",spotify:track:5GkQIP5mWPi4KZLLXeuFTT,Republic Records,112,112,-1,2,117,A#,Minor,79,66,74,7,0,17,7
my daisy,1340884,RISA NARISA,spotify:track:0q1b14y590mo6EE2XyBhNy,Marr,78,78,-1,5,122,F,Minor,84,85,61,39,0,13,3
my future,428267,Billie Eilish,spotify:track:2ygvZOXrIeVL4xZmAWJT2C,Darkroom/Interscope Records,42,42,-1,4,105,G#,Major,44,9,31,80,13,35,6
my life,227121,Mark Tuan,spotify:track:53Iv4XnDyFKnMXVaiiCcdv,Mark Tuan,57,57,-1,2,123,F#,Minor,72,32,37,90,0,11,4
my name,143073,Mark Tuan,spotify:track:53tgeVRxU2BYwjo3PMq1d9,DREAMERS N ACHIEVERS,177,177,-1,1,83,A#,Minor,73,40,80,1,0,28,10
my tears ricochet,140652,Taylor Swift,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,Taylor Swift,83,83,-1,2,130,C,Major,46,11,26,81,0,7,3
needy,101518,Ariana Grande,spotify:track:1TEL6MlSSVLSdhOSddidlJ,Republic Records,66,66,-1,3,87,G,Minor,65,20,31,78,0,20,4
"never mind, let's break up",50252,LANY,spotify:track:7HmYcLhoo4MVRSUVZSRIpg,Polydor Records,146,146,-1,1,101,G,Major,66,28,74,10,0,19,3
"no body, no crime (feat. HAIM)",68492,"Taylor Swift, HAIM",spotify:track:6NriykdkRrjQMZo1sfVYUo,Taylor Swift,133,133,-1,1,79,G,Minor,55,54,61,42,0,10,3
no song without you,1190665,HONNE,spotify:track:3KKUf8F2hktFscLgbH4YwR,Atlantic Records UK,44,44,-1,13,105,C,Major,79,81,47,49,25,11,3
no tears left to cry,363288,Ariana Grande,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,Republic Records,2,103,103,49,122,A,Minor,70,35,71,4,0,29,6
number one girl,4841534,ROSÉ,spotify:track:1lcBt7LoEikqYmhUoa2cez,Atlantic Records,11,11,-1,7,175,G,Major,29,14,38,29,0,10,3
off the table (with The Weeknd),49035,"Ariana Grande, The Weeknd",spotify:track:7E1jVNoWuemqUryI4FxsVD,Republic Records,198,198,-1,1,88,C,Major,41,38,52,52,0,40,10
okay,70053,"LANY, Julia Michaels",spotify:track:1a0Mg4XPdt4EKsUz5beRZY,Polydor Records,107,107,-1,2,120,G#,Major,71,56,72,5,0,15,21
on the street (with J. Cole),3403839,"j-hope, J. Cole",spotify:track:5wxYxygyHpbgv0EXZuqb9V,BIGHIT MUSIC,1,1,-1,5,94,B,Minor,68,81,82,53,0,9,13
pages,300712,WIMY,spotify:track:4hNVgNMncBxoYrb5D7dikN,BAD KIDS,162,162,-1,2,140,D,Major,51,39,37,15,0,18,3
pick up the phone,568857,Henry Moodie,spotify:track:6xtW6EBqnClqaLfsxKyh3u,Robots & Humans/Columbia,123,123,-1,3,178,D#,Major,54,42,64,22,0,15,4
positions,10297680,Ariana Grande,spotify:track:35mvY5S1H3J2QZyna3TFe0,Republic Records,6,6,-1,95,144,C,Major,74,68,80,47,0,9,9
pov,551428,Ariana Grande,spotify:track:3UoULw70kMsiVXxW0L3A33,Republic Records,130,130,-1,10,132,C,Minor,49,17,53,36,0,10,6
