track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart,bpm,key,mode,danceability%,positiveness%,energy%,acousticness%,instrumentalness%,liveness%,speechness%
pporappippam,131795,SUNMI,spotify:track:7oQh96s9YemWG3A4zkIbrU,Makeus Entertainment,103,103,-1,2,120,C#,Minor,71,32,83,5,7,3,4
riBBon,801188,BamBam,spotify:track:1Y8KxQUmP1xuaF5mNTYE0x,ABYSS COMPANY,23,23,-1,8,160,F#,Major,70,96,88,20,0,10,5
rockstar (feat. 21 Savage),41380,"Post Malone, 21 Savage",spotify:track:0e7ipj03S05BNilyu5bRzt,Republic Records,13,188,-1,48,160,F,Minor,58,13,52,12,0,13,7
santa doesn’t know you like i do,2620085,Sabrina Carpenter,spotify:track:5mi0HQrZMhRb2MRdFiUP6v,Island Records,35,35,-1,9,100,C#,Major,61,42,72,12,0,31,3
seasons,783362,wave to earth,spotify:track:1acVBP8BcK6LTeNeFjfxnh,ADA Korea,136,136,-1,5,60,G,Major,37,16,27,78,5,22,3
selfish,202989,Mark Tuan,spotify:track:5yVY23mMSyDOFnBU2dYiPR,DREAMERS N ACHIEVERS,101,101,-1,1,105,A#,Major,63,51,50,51,0,14,4
seven,71480,Taylor Swift,spotify:track:6KJqZcs9XDgVck7Lg9QOTC,Taylor Swift,112,112,-1,1,95,E,Major,60,42,49,90,0,9,3
"she likes spring, I prefer winter",5177948,slchld,spotify:track:2sFF0K2eHIClZYUqIbAwdb,neverthought.,74,74,-1,83,80,A,Major,44,47,65,56,0,25,5
shut up,22077,Greyson Chance,spotify:track:1jkEBDm6byaPixV2NIGL64,Universal Music Philippines Inc.,197,197,-1,1,105,A,Major,82,45,45,30,0,7,5
stay a little longer,282789,ROSÉ,spotify:track:5OdI6v2L7Aez4cclpbojiZ,Atlantic Records,128,128,-1,1,77,A,Major,57,10,48,18,0,17,3
strawberry moon,307799,IU,spotify:track:2g0LdZQce9xlcHb1mBJyuz,EDAM Entertainment,62,62,-1,4,170,F#,Major,48,44,71,14,0,9,4
telepatía,729435,Kali Uchis,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,EMI / Interscope,86,86,-1,12,84,B,Minor,65,55,52,11,0,20,5
test drive,238456,Ariana Grande,spotify:track:3eZYOQO4UzKrUDYDghtnFw,Republic Records,64,64,-1,3,115,A,Minor,70,32,71,3,0,12,5
"thank u, next",6211036,Ariana Grande,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Republic Records,2,4,-1,103,107,C#,Major,72,41,65,23,0,10,7
the 1,191839,Taylor Swift,spotify:track:0Jlcvv8IykzHaSmj49uNW8,Taylor Swift,59,59,-1,2,140,C,Major,78,17,36,76,0,11,5
the boy is mine,735881,Ariana Grande,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,Republic Records,166,166,-1,4,98,G,Minor,80,44,62,15,0,7,5
the last great american dynasty,148277,Taylor Swift,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,Taylor Swift,74,74,-1,2,148,G,Major,69,71,66,47,0,11,4
this is how you fall in love,861223,"Jeremy Zucker, Chelsea Cutler",spotify:track:0742PcMPo2Akmo4vHC29VZ,Republic Records,98,98,-1,16,78,G,Major,44,27,20,73,0,13,4
this is me trying,68959,Taylor Swift,spotify:track:7kt9e9LFSpN1zQtYEl19o1,Taylor Swift,122,122,-1,1,136,A,Major,52,41,48,31,0,17,3
this is what falling in love feels like,312394,JVKE,spotify:track:4UG2Fm0E98LhE2dlNxiAXx,JVKE,128,128,-1,5,129,B,Major,42,33,44,62,0,8,5
tolerate it,53552,Taylor Swift,spotify:track:0PurA4JVJ8YQgSVopY8fn6,Taylor Swift,189,189,-1,1,75,A,Major,32,22,36,88,0,8,5
tonight,400507,demxntia,spotify:track:0OrwGH9aeguhopTVubv0VZ,demxntia,164,164,-1,7,170,F,Major,72,40,63,26,56,14,9
toxic till the end,3812713,ROSÉ,spotify:track:1z5ebC9238uGoBgzYyvGpQ,Atlantic Records,10,10,-1,5,167,G,Major,41,30,60,5,0,11,10
traitor,2651273,Olivia Rodrigo,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo PS,89,89,-1,47,101,D#,Major,38,8,34,69,0,12,3
two years,287758,ROSÉ,spotify:track:4HxGH28DitgAuuKpEVrLzN,Atlantic Records,123,123,-1,1,144,C,Major,60,22,55,18,0,11,13
up to me,295842,LANY,spotify:track:5pbQaprwbDRlzXBo8xVnCo,Polydor Records,67,67,-1,4,121,C#,Major,66,75,72,6,0,7,4
vampire,2475323,Olivia Rodrigo,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo PS,32,32,-1,12,138,F,Major,51,35,53,18,0,29,6
we can't be friends (wait for your love),16404647,Ariana Grande,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Republic Records,19,19,-1,44,116,F,Major,64,29,66,7,0,8,4
we fell in love in october,143908,girl in red,spotify:track:6IPwKM3fUUzlElbvKw2sKl,world in red,188,188,-1,1,130,G,Major,57,24,37,11,18,16,3
when the party's over,311216,Billie Eilish,spotify:track:14JzyD6FlBD5z0wV5P07YI,Darkroom/Interscope Records,100,136,-1,21,83,E,Major,37,20,11,98,0,9,10
wherever u r (ft. V of BTS),6283512,"UMI, V",spotify:track:0cGpKQ8RxxLOFqhktEURIj,UMI Inc under exclusive license to Unitedmasters LLC,3,3,-1,6,105,G#,Major,69,22,52,79,0,11,4
willow,2083612,Taylor Swift,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,16,16,-1,15,81,G,Major,39,53,57,83,0,14,17
wish you were gay,702228,Billie Eilish,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,Darkroom/Interscope Records,61,61,-1,19,118,G,Major,85,28,35,39,0,75,24
working,141894,"Tate McRae, Khalid",spotify:track:31sSFHIe4NaxltVFOEIcTa,RCA Records Label,138,138,-1,3,107,G,Major,78,51,44,28,0,8,6
"yes, and?",2426472,Ariana Grande,spotify:track:7gaA3wERFkFkgivjwbSvkG,Republic Records,34,34,-1,10,119,C#,Major,78,80,77,19,0,11,5
you broke me first,889384,Tate McRae,spotify:track:45bE4HXI0AwGZXfZtMp8JR,RCA Records Label,123,123,-1,16,124,E,Major,66,8,38,80,0,9,5
you!,643308,LANY,spotify:track:4lSMKPkbZOAYPw3zxJ2eAF,Polydor Records,58,58,-1,9,94,A#,Major,50,28,64,1,1,13,3
กรรม,217633,Pang Nakarin,spotify:track:5dabj4WMNf5y5gY7mfPh9j,GMM Music Public Company Limited,142,142,-1,6,145,C#,Major,62,45,74,13,0,19,3
กลับก่อนนะ (GOODBYE),2928389,Ink Waruntorn,spotify:track:7EtCnq7brD1RU8ldqKWB0I,Boxx Music,7,7,-1,15,90,F,Major,61,27,60,16,0,11,3
กลับมาคบกันเถอะ (Please Please),11503660,Billkin,spotify:track:1MEYfWVtU338815OD0ixDp,Billkin Entertainment,14,14,-1,47,158,A#,Major,51,57,81,1,0,13,7
กลับมาทำไม...หา,106935,Copter,spotify:track:4WUMYRlZFGppQbBQTgRb5O,Boxx Music,158,158,-1,2,136,A,Major,46,63,56,58,0,11,3
กลับมาเพื่อบอกลา (Just To Let Me Know),20521827,Paper Planes,spotify:track:36VP0QLf0R3KqcWeyJxuEO,GMM Music Public Company Limited,32,32,-1,59,150,A,Major,60,55,49,11,0,16,3
กลับไปก่อนได้ไหม,132213,"Num KALA, URBOYTJ",spotify:track:2hgdsHQXUKlvL345PAMKHu,GMM Music Public Company Limited,112,112,-1,2,128,A#,Major,74,59,48,72,0,34,5
กลัว (18th edited),3186154,SCRUBB,spotify:track:6T3awZdmxxF3j5ozSi8vqy,SCRUBB,85,85,-1,59,96,C,Major,84,65,52,35,1,12,3
กลัวฝน - End.,428133,YourMOOD,spotify:track:3xga8upmhb7WQf8F2f24Sh,WHOOP,62,62,-1,3,160,B,Major,54,70,68,18,0,39,3
กลัวว่าความคิดถึงของฉันจะทำร้ายเธอ (AFRAID),26016,Lomosonic,spotify:track:1IiOBg2Drq0okge32MtUce,GMM Music Public Company Limited,183,183,-1,1,166,G,Major,33,34,81,6,0,30,5
กลิ่นดอกไม้,48184513,Newery,spotify:track:5OaXaynJZgklXEwzhouey5,LiVE HiGH,2,2,-1,103,180,A,Major,50,46,70,10,0,33,3
กล่องสุ่ม,443110,Zom Marie,spotify:track:3NNpxO5fJphFmUCejSVBih,Spicy Disc,47,47,-1,5,144,G#,Major,39,25,66,19,0,10,4
กอด,354863,"GAVIN:D, YOUNGOHM",spotify:track:4Syg4d3Y3O4f6UUbWVtQC8,Gavin D,52,52,-1,4,102,B,Major,72,24,46,33,0,8,3
กอดกัน,10421803,"K6Y, Lazyloxy, Jayrun",spotify:track:1X3VD4oXVFe314hJ9AcvVy,Chonburi Flow,88,88,-1,62,91,D,Major,60,50,56,24,0,10,3
กอดความเจ็บช้ำ,1914680,Safeplanet,spotify:track:2k9AOePfi6wDRhzUnSVCy4,Safeplanet,19,19,-1,33,184,C#,Major,39,35,83,28,0,14,4
กอดความเจ็บช้ำ ( Carry ),18346655,Safeplanet,spotify:track:13y3BLdlSdVH7wJwavs06O,Safeplanet,19,42,-1,226,184,C#,Major,40,41,83,32,0,15,4
กอดที (ONE HUG) [เพลงประกอบภาพยนตร์ เพราะเราคู่กัน The Movie],152790,BRIGHT,spotify:track:5nSL6n4bvqcYTwCSL7qU8g,GMM Music Public Company Limited,148,148,-1,3,112,F,Major,78,78,64,15,0,10,3
กอดเสาเถียง,285648,ปรีชา ปัดภัย,spotify:track:7MBpIcTE8HZOCbIDbnFIqd,เซิ้ง Music,174,174,-1,4,128,A,Minor,69,42,76,58,0,29,4
กอดในใจ,5560809,"Billkin, JAYLERR",spotify:track:5f2KxK16ijFLqMoqFN2qkK,Nadao Music,16,16,-1,55,90,C#,Major,69,20,52,41,1,16,3
กอดได้ไหม,9149831,URBOYTJ,spotify:track:4hccrJgNG1BwPa3CWw4NNg,UrboyTJ,12,12,-1,70,140,A#,Major,74,69,51,17,0,23,8
กอดไม่ได้,10696160,Bedroom Audio,spotify:track:4WxNfBGTaGoN5hOqXI9TFJ,Bedroom Audio,82,82,-1,72,170,C,Major,36,25,47,9,0,7,4
กักตัว,1388918,Violette Wautier,spotify:track:2ozCc0MSm3ybXugQqfnKOn,Universal Music (Thailand) Ltd.,23,23,-1,11,104,F,Major,86,58,59,5,1,10,10
กันและกัน (Cover Version) - Ost. เธอกับฉันกับฉัน,382357,"Zom Marie, Billkin, ไทรอัมส์คิงดอม",spotify:track:6WjIVghmttllN81FUd5sGe,Sony Music Entertainment,138,138,-1,3,97,F,Major,74,61,56,26,0,36,6
การเดินทางที่สวยงาม,3962766,Billkin,spotify:track:5NUcn9d8kMrcoMQyE2CctY,Billkin Entertainment,26,26,-1,18,130,A#,Minor,68,55,48,58,0,11,3
กาลครั้งนึง,4737588,JUNENOM,spotify:track:7cwlsNRPvS8v5IqgdScwM8,JUNENOM,12,12,-1,16,150,G,Major,50,38,19,85,0,36,8
กาลครั้งหนึ่ง (feat. ปาล์มมี่ อีฟ ปานเจริญ),50236,"Stamp, ปาล์มมี่ อีฟ ปานเจริญ",spotify:track:2jvtsWdI64fls66D8b3zhj,LOVEiS,160,160,-1,7,107,A#,Major,56,31,32,86,0,12,3
กาลครั้งหนึ่งนานมาแล้ว,1911382,Anatomy Rabbit,spotify:track:5AukYCDfrtIPvlqG6ZsFR9,Anatomy Rabbit,23,23,-1,15,95,A,Major,55,26,47,61,2,8,3
กำลังดี,713857,ARII,spotify:track:0rbMlnx7LTLJG5I3im2Wib,Arisara Takahashi,88,88,-1,10,108,F#,Major,57,33,39,70,0,10,7
กำลังตัดใจ,407798,SERIOUS BACON,spotify:track:3GnPsrnfjIsUEAYraDpfIy,Boxx Music,72,72,-1,5,140,G#,Major,63,75,63,34,0,15,3
กำลังพัฒนา,52305,"M YOSS, PUNG TUNTEK, STAMP",spotify:track:7hxdhwM4wyXS5PVTGrhm7D,123Records,126,126,-1,2,133,E,Major,71,70,59,6,0,19,3
กำแพงหัวใจ,35513142,Mirrr,spotify:track:5BmF05GWZpmm5JZ5p3yMJr,What The Duck,15,15,-1,73,76,A,Major,58,50,77,11,0,9,4
กีดกัน (Skyline) - From แปลรักฉันด้วยใจเธอ,13006517,Billkin,spotify:track:4D6f8Y7qiOvmFbm3TIab22,Nadao Music,2,2,-1,76,108,G#,Major,68,46,70,48,0,11,3
กี่เพลงรักที่ผ่านไป ก็ยังไม่เคยได้ใช้กับใครสักที,298310,No One Else,spotify:track:36TewRW96x3ZS0ysUUPAxN,Spicy Disc,71,71,-1,2,92,D,Major,81,58,59,23,0,13,7
กึ๊มกึ่ม,133350,THE OLD i$E,spotify:track:0WzXG8hRLWlbgM0UYvGOIv,WebTVAsia,57,57,-1,3,105,D,Major,91,22,62,24,0,7,14
ก่อนตาย,11188253,Big Ass,spotify:track:5pqAbpHRuFhcACwvVBi69V,Music bugs,18,18,-1,43,172,C#,Major,48,80,58,2,0,23,4
ก่อนที่เธอจะลืมฝัน,1311413,Jeff Satur,spotify:track:7434PIB7QneUWJSKjHhNXH,WM/Thailand,52,52,-1,6,80,D,Major,45,8,32,24,0,10,3
ก่อนนอนคืนนี้,19155378,YOUNGOHM,spotify:track:57NV6TzzYS473R7OgmDepf,Already Deadd,14,14,-1,116,85,F,Minor,56,54,58,70,0,13,22
ก่อนฤดูฝน,518192,THE TOYS,spotify:track:5BS4lRz13ztnSaBy8spQ7W,What The Duck,30,95,-1,35,135,C#,Major,72,74,49,43,0,23,4
ก่อนลา,272876,วสันต์17,spotify:track:1YbsjOwwDRaDYIWUnT9Hys,จอจาน ยอยักษ์ โปรดักชั่น,187,187,-1,2,120,C#,Minor,86,88,52,19,1,36,3
ก้าวก่าย,12471880,Billkin,spotify:track:62HLOpfjoG6E0JTtUEfplQ,Billkin Entertainment,32,32,-1,39,128,A#,Major,68,74,54,27,0,14,3
ขวัญเอยขวัญมา,6368237,Palmy,spotify:track:2E8ziq8eQqwq1GhSjiS79y,GMM Music Public Company Limited,4,4,-1,33,180,G#,Major,38,42,66,1,0,18,4
ขวัญใจด่านตรวจ feat. D GERRARD,23172,KOB FLAT BOY,spotify:track:29w7blEwirDhesTM4NiW9I,BEC-TERO ENTERTAINMENT PUBLIC COMPANY LIMITED,182,182,-1,1,156,D,Major,78,87,76,2,0,74,15
ขอ,4521579,Lomosonic,spotify:track:4s4xtVecBeGjuAMqXW8kWv,WM/Thailand,106,106,-1,84,85,E,Major,41,19,68,1,0,7,3
ของขวัญ,7464582,Musketeers,spotify:track:5hXcptJwH8dr3s9ibOZUvp,Believe Records,92,92,-1,81,180,G#,Major,62,49,42,70,0,11,4
ขอจองได้ไหม,221080,เอ๋ยเอ้ย,spotify:track:2ExrckON3Z1e95sxU9il2z,Marr,156,156,-1,4,97,A,Major,79,68,53,58,0,10,5
ขอลา,623022,Pearpilincys,spotify:track:0hDRd22AEP5tx9hramOcRB,Pearpilincys,86,86,-1,11,96,D,Major,55,19,16,98,0,11,3
ขอวอน - Version 2,1367676,Somkiat,spotify:track:4UAZzP59cUp1o8ayUnVDBr,Smallroom,123,123,-1,26,100,D,Major,59,27,70,5,0,36,3
ขอสักวัน (Not Today),159879,"POKMINDSET, MARINA",spotify:track:0KWjrTsH5ek0veG0ISS94w,Mindset Mob,88,88,-1,3,85,C,Major,76,46,57,50,0,14,16
ขอโทษดาว,2698160,Earth Patravee,spotify:track:5fDc3i3gwjyNCBbln2ZoVn,Move Records,110,110,-1,57,124,G#,Major,77,32,43,88,0,13,4
ขอโทษที่เข้าไปเป็นเรื่องไม่ดีในชีวิตเธอ (sunflower),64458,SLAPKISS,spotify:track:5GIeJzSwYL4WOi1QcPrNUY,LOVEiS Entertainment,141,141,-1,1,180,C#,Major,52,30,36,37,0,11,4
ขอโทษที่เป็นแบบนี้,503997,THE TOYS,spotify:track:7uylAOouR2pzyM3yaUQpRp,Toys,94,159,-1,14,150,G#,Major,55,48,55,0,0,13,3
ขอโทษละกัน (friend to friend),6282305,PP Krit,spotify:track:0cvETHNq3ZkPHdYCqRXhzk,PP Krit Entertainment,16,16,-1,12,83,C,Major,77,50,55,16,0,12,5
ขอให้ความเสียใจฉันหายไปกับฝน,447156,เรนิษรา,spotify:track:3H4DCQTrmNbmAXHTb8ndgS,Reinizra,122,122,-1,3,190,C,Major,33,26,58,11,64,18,4
ขอให้เธอเจอคนเเบบเธอ,289026,"Lipta, MEAN Band",spotify:track:4kqQoQiQ4OfB0OHKIStfRg,Lipta,69,69,-1,4,104,C,Major,75,89,70,4,0,5,15
ขอให้เธอใจดี,20289077,FREEHAND,spotify:track:3y5HhSSAyYGtOkP6mhKs6z,Freehand,12,12,-1,42,150,D,Major,46,21,59,2,0,11,3
ขอให้เธอใจดี (May she be kind),10501740,FREEHAND,spotify:track:7uMQlau2mW31kf0prr1ir9,Freehand,12,39,31,77,150,D,Major,46,21,59,2,0,11,3
ขอให้โลกนี้ใจดีกับเธอ,32604730,Anatomy Rabbit,spotify:track:1rJZTErhdRMtm2uhfFrCSS,Anatomy Rabbit,3,3,-1,185,170,A,Major,42,39,71,3,0,27,3
ขาหมู,1815752,Tattoo Colour,spotify:track:3ZONf2dg0q1KvTIebUI0GG,Smallroom,108,108,-1,24,122,F#,Minor,72,86,87,4,0,17,4
ขี้หึง,28795100,Silly Fools,spotify:track:3S7oRCNWJkMNkqLMr88hpo,GMM Music Public Company Limited,50,50,-1,212,116,G#,Major,62,77,89,0,0,9,5
ขี้แง (Loser),1276590,"LUSS, Patrickananda",spotify:track:26tG5gvCbjRi9HoNAD7v9f,WM/Thailand,38,38,-1,7,80,E,Major,53,14,64,28,0,8,5
ขึ้นใจ (Unforgettable),781178,NuNew,spotify:track:6VlPCdEkEMkD7OcbCg8qC6,Universal Music (Thailand) Ltd. Distributed Labels,134,134,-1,4,80,G#,Major,58,27,40,77,0,17,3
ข่าวดี,1586667,Polycat,spotify:track:41jjpmHzS1LLhhpaONRUMG,Smallroom,27,27,-1,12,83,A,Major,61,42,82,56,0,15,4
ข้อความรูปยิ้ม :),7288182,Polycat,spotify:track:3ZajpwGfKsToCEAuLTtoxF,Smallroom Bangkok Pop Music Label,27,27,-1,18,144,B,Major,70,88,78,37,0,31,4
ข้อยกเว้น (Exceptional),1296742,4EVE,spotify:track:0T7uw5pfozE3gvom4ALE8D,"TPOP INCORPORATION Co.,Ltd.",55,55,-1,12,88,B,Minor,65,35,70,10,0,15,3
ข้างกัน (City),39372871,"Three Man Down, feat. ออม TELExTELEXs",spotify:track:2XDCs8vAubxRe8mO1A0eTa,GMM Music Public Company Limited,15,15,-1,175,176,D,Major,47,35,73,25,0,27,3
ข้างกาย,155495,Safeplanet,spotify:track:4okhrrtNhHB28u0LEsDPn8,Safeplanet,96,96,-1,4,102,B,Major,58,56,88,9,0,8,3
ข้างกาย ( With You ),30541950,Safeplanet,spotify:track:2RJ7Q3gHb6cOeNBioSARni,Safeplanet,12,12,-1,121,102,B,Major,57,57,87,10,0,8,3
ข้างเดียว,1463335,Chart Suchart,spotify:track:7LstETxCIeAEgzW1jZQ6kq,What The Duck,20,20,-1,11,134,A,Major,64,31,41,75,0,13,2
"ข้างเธอ - From ""TharnType SS2 7 years of love""",50408,อ๊อฟ ชัยนนท์,spotify:track:1R6NyMrOvwexREG2CC1Xkk,WebTVAsia,190,190,-1,1,115,C,Major,80,69,58,51,0,11,3
"ข้ามเวลา - Original Soundtrack From ""พรหมลิขิต""",153453,Violette Wautier,spotify:track:5kV4oDo6NAXypck81lFs71,CHANDELIER MUSIC,180,180,-1,1,174,C#,Major,40,32,66,20,0,36,3
ค รึ่ ง บ น,559797,Stamp,spotify:track:43mDpJbcG0VUk4UPM254fL,123Records,36,36,-1,5,121,C#,Major,81,64,64,45,0,33,4
ค.ควาย,135408,BOWKYLION,spotify:track:0SsWmR0pGdwUTYKbpxYQZz,What The Duck,83,83,-1,3,109,G,Major,80,61,64,28,0,31,10
คงคา,8102516,BOWKYLION,spotify:track:6Zdlho27l4Q1IgSTXSAL5C,What The Duck,5,5,-1,40,89,A,Major,59,37,31,60,0,12,3
คงดีถ้าเป็นเขา (Desire),668441,GAVIN:D,spotify:track:3nvn1t6aZ4ocg4tqxxVtBn,GAVIN:D,156,156,-1,3,129,A#,Major,55,53,47,31,0,13,3
คงต้องบอกลาแล้ว,30999522,Dept,spotify:track:4SAHOroe7DThzEjgNOJ54T,Smallroom,28,28,-1,144,160,G,Major,41,43,72,0,0,10,3
คนข้างๆ,3483278,25 hours,spotify:track:3BP00Qiv0hXg6l5GCV98RY,Believe Records,151,151,-1,20,140,G#,Major,64,44,54,19,0,9,3
คนชั่ว 2018,934463,The Parkinson,spotify:track:2Sm0nEtt9x1yXUSyhLPl7G,Spicy Disc,52,72,-1,44,144,D#,Minor,61,73,71,49,0,15,3
คนตาย,48129,YOUNGOHM,spotify:track:0cYrbOy7chm4GuxtLDBqcv,Already Deadd,141,141,-1,1,150,C#,Minor,78,22,53,55,0,11,11
คนถูกเท(Dejavu) feat. UrboyTJ,403711,O-Pavee,spotify:track:04xMtI1rFMVhV2daKTvlwL,Boxx Music,27,27,-1,6,128,G,Major,71,15,46,9,0,8,3
คนทางนั้น,2676555,Gift My Project,spotify:track:3DPWP2aAMbGoMvT84zGQyO,Gift My Project,135,135,-1,12,140,A,Major,65,45,37,86,0,13,3
คนที่คุณก็รู้ว่าใคร,133753,Stamp,spotify:track:3usWyH1du9AWTTxUIMOh79,LOVEiS Entertainment,97,190,-1,39,100,F#,Major,72,85,68,34,0,17,2
คนที่เธอไม่เคยมอง,377543,"YOUNGOHM, OG-ANIC",spotify:track:47vCWtVWjrE2GlvXt7or9C,Yupp! Entertainment,59,59,-1,7,128,C#,Minor,88,72,50,30,0,12,6
คนที่แสนธรรมดา feat. Na Polycat,94570,Pause,spotify:track:2cVpBnBvc8bhGDaSCFr6rV,ME Records,120,166,-1,4,106,D,Major,62,78,71,12,0,5,3
คนที่ไม่ใช่,1788733,O-Pavee,spotify:track:76rs0Apd4Ct5LwJm8pB6r1,Boxx Music,5,79,-1,88,136,A,Major,55,20,48,81,0,11,3
คนนี้,138876,SCRUBB,spotify:track:3RL7rK5CYD2kQGNnMyw1RM,Sony Music Entertainment,132,132,-1,3,120,D,Major,74,80,76,3,0,13,3
คนน่ารักมักใจร้าย,225125,Basketband,spotify:track:2G1IM1xo5dlD4NdohU1ro3,Na basketband,168,168,-1,3,96,D,Major,74,57,62,62,0,14,3
คนหรือไมโครเวฟ (microwave),3057512,BELL WARISARA,spotify:track:21KoXyILr1IdLA0tak64Uw,Home Run Music,58,58,-1,33,100,D#,Major,76,71,42,86,0,9,3
คนเก่าเขาทำไว้ดี (Can’t win),4454981,Chilling Sunday,spotify:track:1qkIG72UU08DBiLyCL3vLH,Tero Music,17,17,-1,36,179,D#,Major,42,41,64,10,0,11,5
คนเซอร์ๆ,5121963,"Saran, DXRIW",spotify:track:4e8PYz4fdw99obrglXYj41,Saran,111,111,-1,29,112,A,Major,91,53,53,65,0,27,9
"คนเดียว - Original soundtrack from ""นิ่งเฮียก็หาว่าซื่อ cutie pie series""",183289,Nat Natasit,spotify:track:4SBJCuIfrgobRpATbG6Dew,Aoftion Music,76,76,-1,2,144,F,Major,72,27,38,17,0,8,3
คนเดียว บางที,264221,YOUNGOHM,spotify:track:2uXmfTQP2pkD6SrQeFhRLF,Already Deadd Records,55,55,-1,5,115,C,Minor,62,23,57,73,0,15,3
คนเราจะแอบรักใครสักคนได้นานแค่ไหน,15150898,"ROOFTOP, AUTTA",spotify:track:3IPtnAYykrWz9EPjPWx2D7,Spicy Disc,10,10,-1,98,93,A,Major,80,42,52,26,0,10,7
คนเฬว (bad bowky),98092,BOWKYLION,spotify:track:6JKaUJuPg06iHTIFGe6v7b,What The Duck,157,157,-1,1,124,A#,Minor,80,57,54,27,0,10,5
คนแบบไหน (เพลงประกอบซีรีส์ ปลาบนฟ้า),1149227,Mix Sahaphap,spotify:track:44ymejne8Roi7uT4lhiwCR,GMM Music Public Company Limited,33,33,-1,9,180,A,Major,60,41,71,2,0,18,4
คนโปรด,2415105,Pearpilincys,spotify:track:4libBwHoKbN8smuGbE8u4p,Pearpilincys,127,127,-1,40,120,C,Major,71,30,44,57,0,18,8
คนใหม่เขาดูแลอยู่,669102,Ink Waruntorn,spotify:track:0EMa3PEf3tHITHyGYQmWV9,Boxx Music,77,77,-1,4,142,F,Minor,59,59,70,4,0,24,4
คนไกล,25827411,Patrickananda,spotify:track:63VOJDNJ3a5dve74kzWVcF,WM/Thailand,3,3,-1,156,140,A,Major,64,55,19,78,0,32,4
คนไข้,196149,BOWKYLION,spotify:track:66SZcc3OxqUuBlwNQt6a8y,What The Duck,164,164,-1,5,150,D,Minor,68,70,44,45,0,31,4
คนไม่คุย (Silent Mode),24418923,PROXIE,spotify:track:6yhRYfovfEfxrnH6TLXSDY,Dreamers Society,4,4,-1,66,100,G,Major,78,70,54,40,0,10,10
คบแล้วห้ามเลิก (No Return),155798,"NONT TANONT, Lipta",spotify:track:0M4uSAa7OoMTTWuG7Aso2A,Loveis Entertainment,171,171,-1,1,101,A,Minor,74,76,84,3,0,4,6
ครัวซองอัลมอนด์(God fail),4886248,Season Five x Stamp x Fong Beer,spotify:track:7lQLlkBmHcDGJ2becWAUAa,ME Records,28,28,-1,70,92,C,Major,63,64,76,40,0,12,3
ครั้งสุดท้าย,743252,"OG-ANIC, GAVIN:D, NINO",spotify:track:1DPrXncHEnR0141ct0DF06,Og-Anic,88,88,-1,13,160,G,Minor,42,45,78,55,0,8,20
ครึ่งๆ กลางๆ,198930,Bodyslam,spotify:track:0f23VtodRD5ISi5qXm2KqR,GMM Music Public Company Limited,16,102,94,17,179,G,Major,25,19,51,48,0,11,4
คลั่งเธอ (Dopamine),4529066,NONT TANONT,spotify:track:7mKWZhB6AdIPqRMuzuiRsO,LOVEiS Entertainment,57,57,-1,13,94,C,Major,62,70,62,28,0,8,4
คล้าย,113292,NICECNX,spotify:track:0ZbW2eMuQsdkE9TDvRuE8s,Nicecnx,150,150,-1,2,92,A,Major,71,39,58,51,0,8,3
ความคาดหวัง,4020264,"Cocktail, ตูน BODYSLAM, ปั๊บ Potato",spotify:track:4n8TKmRLfD82RWnhb6HMNw,GMM Music Public Company Limited,45,45,-1,13,102,B,Major,52,58,93,4,0,31,6
ความคิด,27137,Stamp,spotify:track:4XwJ7O8RGVrKAdmEhYs8kZ,LOVEiS Entertainment,198,198,-1,1,82,G#,Major,56,24,50,42,0,11,3
ความคิดถึงที่ฉันได้เคยส่งไปในคืนที่ฝนโปรยลงมา,2297730,"Three Man Down, Tilly Birds",spotify:track:7lASn6bIrDOaGODj6k0vJ5,GMM Music Public Company Limited,66,66,-1,33,92,A#,Major,62,67,68,28,0,19,3
ความจริง,2082802,Room 39,spotify:track:5wpiZoOgO0L8xAxHhJaUn7,LOVEiS Entertainment,144,147,-1,15,103,C,Major,77,74,57,11,0,9,4
ความทรงจำ,27930832,Musketeers,spotify:track:24VfUtHxbkCrscWC00toom,Believe Records,9,9,-1,134,180,C,Major,50,50,65,4,0,9,3
ความรักกำลังก่อตัว,1923808,NONT TANONT,spotify:track:4EgdU9qfAfHC8ZsGd7dnac,Yes I am,21,31,-1,41,92,B,Major,76,65,64,35,0,17,5
ความรักทำให้คนตาบอด (ซนซน 40 ปี GMM GRAMMY),713581,Three Man Down,spotify:track:7A5BmNylYVApHmE17oI0uY,GMM Music Public Company Limited,108,108,-1,4,90,D,Major,41,33,84,0,0,9,4
